编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,商家地址,月销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
5429,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陈168339"，"点我对话"),陈168339,美之妍店铺,13712787305,,,https://shop105390890.taobao.com,6,广东省东莞市,,97.7%,4.44444分,-8.33%,4.77778分,-1.98%,4.77778分,-2.06%,,,,,,,,,,
5430,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyc范国栋"，"点我对话"),yc范国栋,小霞新西兰小铺,,15251021879,,https://shop69148401.taobao.com,6,江苏省盐城市,,,4.73684分,-2.30%,4.73684分,-2.82%,4.78947分,-1.82%,,,,,,,,,,
5431,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao13670535195cml"，"点我对话"),13670535195cml,小草美容美发用品店,,13729211005,,https://shop103049742.taobao.com,13,广东省汕头市,,98.4%,4.41667分,-8.90%,4.5分,-7.68%,4.58333分,-6.05%,,,,,,,,,,
5432,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao呢喃0103"，"点我对话"),呢喃0103,香柏莉香薰,15623022242,,,https://shop70590429.taobao.com,9,湖北省武汉市,,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5433,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolimiaojunyi"，"点我对话"),limiaojunyi,台湾绮缘有机生活馆,15959077581,15902762689,15902762689,https://shop62894141.taobao.com,112,湖北省武汉市,,,4.9,44.63%,4.91667,47.11%,4.92083分,47.95%,,,,,,,,,,
5434,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao15254096989lcwy"，"点我对话"),15254096989lcwy,创艺工艺品厂,,,15254096989,https://shop583390971.taobao.com,1230,山东省菏泽市,,100%,4.82166分,1.26%,4.8535分,7.01%,4.85987分,7.88%,,,,,,,,,,
5435,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao涵丹公司"，"点我对话"),涵丹公司,涵丹车品企业店,,18816829195,,https://shop125167659.taobao.com,5,广东省深圳市,,98.7%,4.61798,-3.97%,4.70787,-2.66%,4.74157分,-1.99%,,,,,,,,,,
5436,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoicq9596318"，"点我对话"),icq9596318,海伦珍选,,18602109135,,https://shop64266517.taobao.com,15703,上海市,,,4.95362分,69.43%,4.96216分,69.85%,4.96424分,70.59%,,,,,,,,,,
5437,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金陵网络壹号店"，"点我对话"),金陵网络壹号店,金陵网络分店,,13357711107,,https://shop107097136.taobao.com,525,江苏省南京市,,98.4%,4.87866分,32.82%,4.89435分,32.94%,4.89331分,29.86%,,,,,,,,,,
5438,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天源玫瑰直营店"，"点我对话"),天源玫瑰直营店,玫源官方自营店,,13006584530,18615187380,https://shop70626972.taobao.com,84,山东省济南市,,,4.94118,69.23%,4.94118,64.16%,4.94118分,62.75%,,,,,,,,,,
5439,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao浴之尚"，"点我对话"),浴之尚,浴之尚,,13918695916,,https://shop33835890.taobao.com,1565,上海市,,,4.74367,-1.57%,4.73621,-2.19%,4.79136分,-1.17%,,,,,,,,,,
5440,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolove20081118"，"点我对话"),love20081118,智能E家车联互动,,18068805885,,https://shop59928240.taobao.com,8,江苏省南京市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5441,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqianwei1230432"，"点我对话"),qianwei1230432,冠康车品自营店,,18051971929,,https://shop102280125.taobao.com,38,江苏省南京市,,98.7%,4.74,-2.02%,4.8,-1.14%,4.8分,-1.19%,,,,,,,,,,
5442,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao发丝心动"，"点我对话"),发丝心动,发丝心动专业美发,18641641965,18641641965,,https://shop35475372.taobao.com,0,辽宁省锦州市,,99.8%,4.89163分,28.57%,4.91133分,29.37%,4.91297分,28.46%,,,,,,,,,,
5443,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优优美妆小店"，"点我对话"),优优美妆小店,以马内利恩典小店,,18733750409,,https://shop116889938.taobao.com,0,河北省沧州市,,98%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5444,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomaboy14"，"点我对话"),maboy14,豆嘛杂货铺,,18321279265,,https://shop63996824.taobao.com,0,上海市,,99.1%,,,,,,,,,,,,,,,,
5445,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolinlei631081"，"点我对话"),linlei631081,韩国的喵小蕾美妆,,15601605317,15601605317,https://shop104771544.taobao.com,0,上海市,,,4.87719分,33.56%,4.87719分,19.43%,4.89474分,29.12%,,,,,,,,,,
5446,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao罗子焯"，"点我对话"),罗子焯,美容美发业,,15159018295,,https://shop73287297.taobao.com,12,福建省龙岩市,,98.3%,4.57895分,-5.56%,4.73684分,-2.82%,4.73684分,-2.90%,,,,,,,,,,
5447,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao孙余花"，"点我对话"),孙余花,贵族美妆店,,,17767115067,https://shop34122344.taobao.com,136,,,,4.83434分,0.29%,4.84337分,-0.64%,4.84337分,-0.72%,,,,,,,,,,
5448,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao徐安庆99"，"点我对话"),徐安庆99,宝贝秀母婴店,,15802738831,,https://shop113371576.taobao.com,5,湖北省武汉市,,98.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5449,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao田边小溪"，"点我对话"),田边小溪,法国雅歌丹香薰小溪店,,18917807662,,https://shop34772700.taobao.com,116,上海市,,,4.9893分,87.60%,4.98396分,79.34%,4.98396分,79.70%,,,,,,,,,,
5450,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao京都养发育发馆"，"点我对话"),京都养发育发馆,京都养发育发馆,13525513215,18638021439,,https://shop100806196.taobao.com,425,河南省郑州市,,,4.88889分,26.76%,4.91111分,29.17%,4.91717分,31.89%,,,,,,,,,,
5451,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao苏锦森先生"，"点我对话"),苏锦森先生,HARU 手作饰品,,,15906403963,https://shop72000296.taobao.com,0,浙江省丽水市,,99.5%,4.86667,29.02%,4.86667,14.95%,4.86667分,12.64%,,,,,,,,,,
5452,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao永诚08"，"点我对话"),永诚08,永诚日用品贸易商行,,,15377908676,https://shop36832408.taobao.com,313,福建省福州市,,99.1%,4.75495分,-1.93%,4.80941分,-1.34%,4.81931分,-1.21%,,,,,,,,,,
5453,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美容8世家"，"点我对话"),美容8世家,新一美发产品同品批发,18026345081,18819808274,,https://shop114388042.taobao.com,4510,广东省广州市,,98.7%,4.82051分,-0.57%,4.79487分,-1.63%,4.87179分,0.14%,,,,,,,,,,
5454,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诗芭丹"，"点我对话"),诗芭丹,芳芳家洗护品牌店,,18820075262,,https://shop106256315.taobao.com,0,广东省广州市,,98.5%,4.0分,-16.93%,4.0分,-17.49%,3.0分,-38.17%,,,,,,,,,,
5455,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao81zhanglingling"，"点我对话"),81zhanglingling,d[s65093023],13731153083,,,https://shop65093023.taobao.com,0,河北省石家庄市,,97.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5456,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao全友家居广场"，"点我对话"),全友家居广场,黛汐工厂店,15240493596,15240493596,,https://shop101754594.taobao.com,14,江苏省徐州市,,98.5%,4.45455分,-8.12%,4.81818分,-1.15%,4.45455分,-8.69%,,,,,,,,,,
5457,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao侬之颜"，"点我对话"),侬之颜,侬之颜,,13814573932,,https://shop57218902.taobao.com,71,江苏省苏州市,,99.7%,4.94366分,62.86%,4.96714分,73.83%,4.96714分,72.99%,,,,,,,,,,
5458,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqq103899932"，"点我对话"),qq103899932,胜舒阁电器家居,,13924188623,,https://shop63265481.taobao.com,8,广东省广州市,,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5459,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofxmoshushi"，"点我对话"),fxmoshushi,芳香魔术园精油批发,,15131409898,,https://shop58313066.taobao.com,135,河北省石家庄市,,99.6%,4.87845分,19.88%,4.90055分,20.78%,4.88398分,4.63%,,,,,,,,,,
5460,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小丫头曦仔"，"点我对话"),小丫头曦仔,柠檬绿茶 小丫网店,15841610936,15904275665,,https://panjin0427.taobao.com,823,辽宁省盘锦市,,,4.93902,59.80%,4.93902,51.41%,4.93293分,44.85%,,,,,,,,,,
5461,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吾必洁净所能"，"点我对话"),吾必洁净所能,洁净所能精品玩具,,15058676691,,https://shop145422046.taobao.com,229,安徽省芜湖市,,98.9%,4.73973分,-1.87%,4.79909分,-1.21%,4.80822分,-1.20%,,,,,,,,,,
5462,,二金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao实物实拍"，"点我对话"),实物实拍,实物实拍网购,,15867919127,,https://shop58236504.taobao.com,7838,浙江省金华市,,99.2%,4.86983分,14.20%,4.88053分,4.84%,4.87301分,0.11%,,,,,,,,,,
5463,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao维扬名媛"，"点我对话"),维扬名媛,爱呗生活家居,18605218837,18605205086,,https://joycn.taobao.com,0,江苏省扬州市,,98.3%,4.48451,-7.50%,4.54085,-6.84%,4.67324分,-4.20%,,,,,,,,,,
5464,,三金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天使恶魔心"，"点我对话"),天使恶魔心,惟爱工房,,17091429246,,https://shop33270878.taobao.com,1462,上海市,,,4.92127分,48.10%,4.94274分,54.37%,4.93252分,44.51%,,,,,,,,,,
5465,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolinxinqun"，"点我对话"),linxinqun,d[s69987588],,13686822083,,https://shop69987588.taobao.com,5,广东省深圳市,,98.1%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5466,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao叶小麦"，"点我对话"),叶小麦,柠檬生活坚持正品,,15321581197,,https://shop33130745.taobao.com,0,北京市,,99.4%,4.69231,-4.51%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
5467,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyanq201288"，"点我对话"),yanq201288,吕梁山农产品店,15835892113,,,https://lvliangshannongchanpinzhuanmaid.taobao.com,193,山西省吕梁市,,99.7%,4.97345,86.11%,4.98214,89.12%,4.99107分,94.34%,,,,,,,,,,
5468,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沃德暖贴"，"点我对话"),沃德暖贴,美妆养生厂,,15959205319,,https://shop71029018.taobao.com,174,福建省厦门市,,,4.90148分,35.06%,4.92118分,37.22%,4.93103分,43.30%,,,,,,,,,,
5469,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao踏歌行2227"，"点我对话"),踏歌行2227,踏歌大叔美发小屋,,,13894730899,https://shop101973211.taobao.com,30,吉林省白山市,,99.5%,4.88889分,38.48%,4.83333分,0.19%,4.83333分,0.30%,,,,,,,,,,
5470,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqq_790559272"，"点我对话"),qq_790559272,天真小白鲜果食物洗发,,18243000090,,https://shop69631740.taobao.com,1531,吉林省长春市,,,4.91899分,55.16%,4.93671分,59.78%,4.91392分,43.33%,,,,,,,,,,
5471,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao唐国文"，"点我对话"),唐国文,5888美的天使分店雅芳,,18955211833,,https://shop35159737.taobao.com,0,安徽省蚌埠市,,99%,4.84748分,0.10%,4.85199分,0.46%,4.86101分,0.36%,,,,,,,,,,
5472,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopanqingfeng888"，"点我对话"),panqingfeng888,精瓶驿站 工厂直销,13002652437,13064688329,,https://shop59619994.taobao.com,78756,浙江省金华市,,,4.88571分,-0.57%,4.90252分,0.40%,4.88908分,-0.65%,,,,,,,,,,
5473,深圳市达永盛贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao润姬泉旗舰店"，"点我对话"),润姬泉旗舰店,润姬泉旗舰店,15564156986,13583177877,,https://shop204704455.taobao.com/,4179,山东 济南,,,4.97576分,79.40%,4.97144分,78.75%,4.97388分,79.77%,,,,,,,,,,
5474,魔天然（上海）生物科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao魔天然旗舰店"，"点我对话"),魔天然旗舰店,魔天然旗舰店,,14757986688,,https://shop478648608.taobao.com/,22641,,,,4.93986分,48.90%,4.93768分,53.63%,4.93623分,50.62%,,,,,,,,,,
5475,苏州驰孝贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦宝露旗舰店"，"点我对话"),梦宝露旗舰店,梦宝露旗舰店,,13706203350,,https://shop110391946.taobao.com/,34077,江苏省 苏州市,,,4.88844分,5.31%,4.85795分,0%,4.86517分,0%,,,,,,,,,,
5476,吉林市利臻经贸有限责任公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兰尚利臻专卖店"，"点我对话"),兰尚利臻专卖店,兰尚利臻专卖店,18026290130,,18026290130,https://shop100647065.taobao.com/,663333,吉林省 吉林市,,,4.90369分,18.25%,4.86475分,0%,4.8668分,0%,,,,,,,,,,
5477,涡阳县兹莯保健用品销售有限责任公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兹莯成人用品专营店"，"点我对话"),兹莯成人用品专营店,兹莯成人用品专营店,,18098497612,,https://shop176118277.taobao.com/,39396,安徽省阜阳市,,,4.83753分,1.05%,4.81407分,1.66%,4.83181分,1.39%,,,,,,,,,,
5478,拉芳家化股份有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao拉芳旗舰店"，"点我对话"),拉芳旗舰店,拉芳旗舰店,13539470485,,,https://shop65114989.taobao.com/,5984558,广东 汕头,,,4.87575分,6.08%,4.83691分,0%,4.83427分,0.55%,,,,,,,,,,
5479,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao纯情就是爱"，"点我对话"),纯情就是爱,百年沉香佛珠,,13877053765,,https://shop59096825.taobao.com,0,广西省防城港市,,99.3%,4.93455分,64.62%,4.94182分,61.08%,4.94182分,59.33%,,,,,,,,,,
5480,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好好计划高耗能"，"点我对话"),好好计划高耗能,朗腾医疗,,13907674071,,https://shop116733352.taobao.com/,25,海南省海口市,,98.6%,4.95652,74.40%,4.95652,69.36%,4.95652分,67.40%,,,,,,,,,,
5481,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao呼啦校园"，"点我对话"),呼啦校园,方品堂生活馆,,18922713002,,https://shop69476971.taobao.com,0,广东省广州市,,97.7%,4.80851分,0.23%,4.91489分,45.98%,4.82979分,0.37%,,,,,,,,,,
5482,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao徐徐化妆品"，"点我对话"),徐徐化妆品,芳香妤美容美体批发中,,13705188769,,https://shop64376500.taobao.com,112,江苏省南京市,,95.3%,4.99178,94.58%,4.99296,94.39%,4.99178分,93.24%,,,,,,,,,,
5483,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopumeng612626"，"点我对话"),pumeng612626,西双版纳萌源手工坊总,,15198670602,,https://shop102068702.taobao.com,17,云南省版纳市,,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5484,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogbaiya0719"，"点我对话"),gbaiya0719,58美发馆,,18910199568,,https://shop34348504.taobao.com,1242,北京市,,,4.84903分,0.49%,4.89051分,12.76%,4.89943分,17.30%,,,,,,,,,,
5485,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao玲玲时尚街"，"点我对话"),玲玲时尚街,玲玲时尚街,,15873147325,,https://shop63299499.taobao.com,46,湖南省长沙市,,,4.9697分,80.03%,4.99134分,93.10%,4.98701分,89.32%,,,,,,,,,,
5486,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohoneypeach_cc"，"点我对话"),honeypeach_cc,然悦舍芳香生活,,18098183683,,https://shop105594671.taobao.com,19,广东省佛山市,,99.5%,4.99451分,96.38%,4.99451分,95.63%,4.98901分,90.96%,,,,,,,,,,
5487,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱家之寓"，"点我对话"),爱家之寓,康义优商城 健康私密,,,18146773011,https://shop100159668.taobao.com,232,江西省赣州市,,99.4%,4.60996,-5.18%,4.67635,-4.20%,4.65145分,-4.79%,,,,,,,,,,
5488,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao藏爱吧"，"点我对话"),藏爱吧,藏爱吧护肤,,15162248487,18652206885,https://shop35733787.taobao.com,351,江苏省徐州市,,99.8%,4.87192分,15.58%,4.84729分,-0.56%,4.87685分,0.10%,,,,,,,,,,
5489,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqingfenqingyuan"，"点我对话"),qingfenqingyuan,中雅商城国货美妆精选,,15383590114,,https://shop60544410.taobao.com,923,山西省运城市,,98.7%,4.82843,0.41%,4.85812,0.34%,4.85841分,0.41%,,,,,,,,,,
5490,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao罗曼季节3"，"点我对话"),罗曼季节3,罗曼季节微整形精油私,,,18017327195,https://shop61119195.taobao.com,22,上海市,,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5491,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao刘威威白迪"，"点我对话"),刘威威白迪,郑州科教玻璃仪器商城,15617890330,15515693467,,https://shop73214567.taobao.com,473,河南省郑州市,,99%,4.82353,-0.74%,4.80392,-1.46%,4.84211分,-0.77%,,,,,,,,,,
5492,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobg4uby"，"点我对话"),bg4uby,玻璃房,,13773338333,,https://shop33571367.taobao.com,414,江苏省扬州市,,,4.7913分,-2.49%,4.88696分,-0.72%,4.77391分,-2.99%,,,,,,,,,,
5493,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao才迷鑫窍"，"点我对话"),才迷鑫窍,精致美人店,,13549588286,,https://shop100881896.taobao.com,12,,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5494,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西部网店"，"点我对话"),西部网店,时尚 美发用品店,,13389227725,,https://shop34345041.taobao.com,0,陕西省西安市,,98.9%,4.0分,-17.50%,4.0分,-17.94%,4.0分,-18.01%,,,,,,,,,,
5495,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao健康e家1688"，"点我对话"),健康e家1688,水玲珑养生会所,,13138498932,,https://shop62243118.taobao.com,204,广东省广州市,,97.7%,4.86275分,9.53%,4.91176分,29.71%,4.91176分,27.46%,,,,,,,,,,
5496,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao意之源1"，"点我对话"),意之源1,御春堂美容院源头工厂,,15920533656,,https://shop109140562.taobao.com,57,广东省广州市,,,4.98214分,88.23%,4.98214分,85.77%,4.98214分,85.32%,,,,,,,,,,
5497,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao因为我怕黑"，"点我对话"),因为我怕黑,美惠屋正品美妆,,13950639341,,https://shop37090704.taobao.com,0,福建省南平市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
5498,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozou33"，"点我对话"),zou33,法国香薰花园,,18917807662,,https://shop34645994.taobao.com,84,上海市,,99.4%,4.82787分,-1.75%,4.86885分,-1.09%,4.90164分,0.39%,,,,,,,,,,
5499,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊帕尔汗专卖"，"点我对话"),伊帕尔汗专卖,伊帕尔汗薰衣草芳香世,,13999592998,,https://shop34009075.taobao.com,59,新疆省伊犁市,,99.6%,4.96316分,75.72%,4.94737分,58.08%,4.94737分,56.74%,,,,,,,,,,
5500,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao啊傻1989419"，"点我对话"),啊傻1989419,大美人美容美发批发,,18159378702,,https://shop113675876.taobao.com,0,福建省泉州市,,99.1%,4.0分,-17.50%,4.0分,-17.94%,4.0分,-18.01%,,,,,,,,,,
5501,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao云南原生工程有限公司"，"点我对话"),云南原生工程有限公司,云草堂精油工厂店,,18187114150,,https://shop71662155.taobao.com,346,云南省昆明市,,99.5%,4.80176分,-0.96%,4.84141分,-0.68%,4.87225分,0.13%,,,,,,,,,,
5502,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowella168"，"点我对话"),wella168,玩美发品,18062408371,13387587095,,https://shop33237736.taobao.com,129,湖北省武汉市,,99.4%,4.82036分,-0.58%,4.83234分,-0.86%,4.85629分,0.45%,,,,,,,,,,
5503,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao王氏化妆品天地"，"点我对话"),王氏化妆品天地,王氏工厂店,,18933281935,,https://shop100120935.taobao.com,20,广东省惠州市,,98.8%,4.64706分,-3.58%,4.70588分,-2.82%,4.70588分,-2.93%,,,,,,,,,,
5504,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三枪之恋"，"点我对话"),三枪之恋,同康共健生活馆,,18301099628,18301416959,https://shop60918647.taobao.com,473,北京市,,97.6%,4.87556分,31.12%,4.88496分,26.89%,4.86283分,9.70%,,,,,,,,,,
5505,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晨曦物语"，"点我对话"),晨曦物语,晨曦物语,13817172097,13916472468,,https://shop33823359.taobao.com,10,上海市,,99.7%,5.0分,100.00%,4.8分,-2.49%,4.6分,-6.52%,,,,,,,,,,
5506,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoshaoshihua01"，"点我对话"),shaoshihua01,d[s104089546],,15895032505,,https://shop104089546.taobao.com,0,江苏省常州市,,98.4%,4.92分,57.41%,4.92分,48.97%,4.92分,47.59%,,,,,,,,,,
5507,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao迪雅展示制品"，"点我对话"),迪雅展示制品,迪雅展示道具 深圳,,13717066866,,https://shop125310846.taobao.com,19,广东省深圳市,,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
